Recipient_ID,Gender,age,income,Credit_Score,Education_Level,Region,Telephone_No
1008633,Sex Not Available,65-74,3420,741,1,south,6397529491
1008634,Sex Not Available,45-54,11520,677,1,south,1690130964
1008635,Sex Not Available,45-54,4740,539,3,south,5709539205
1008636,Joint,35-44,7560,736,1,central,4294531425
1008637,Joint,35-44,16080,613,1,North,3773642756
1008638,Male,>74,3780,863,3,south,9531212818
1008639,Sex Not Available,35-44,12240,896,3,south,9978481818
1008640,Male,45-54,21300,560,2,North,2136508223
1008641,Joint,65-74,2040,659,2,North,3111793482
1008642,Sex Not Available,45-54,,612,1,south,1839551456
1008643,Male,55-64,2580,603,1,North,2634396431
1008644,Male,45-54,14820,683,1,North,7007429004
1008645,Joint,65-74,,822,1,south,6677716469
1008646,Male,25-34,6780,815,3,North,2219219063
1008647,Joint,55-64,7920,793,2,North,6840040495
1008648,Sex Not Available,45-54,3060,844,2,south,5956807067
1008649,Sex Not Available,45-54,32400,622,2,south,4771385389
1008650,Joint,45-54,5400,577,3,North,4013368554
1008651,Sex Not Available,55-64,6360,697,2,south,2719560357
1008652,Sex Not Available,45-54,14940,598,3,south,9425892448
1008653,Male,25-34,5700,548,3,south,3653142586
1008654,Joint,45-54,6480,603,2,south,8881025783
1008655,Female,55-64,6240,824,3,North,6241953041
1008656,Joint,35-44,7500,528,2,North,9849770593
1008657,Sex Not Available,55-64,1740,860,1,south,9515006830
1008658,Female,45-54,9120,895,3,North,4780825826
1008659,Sex Not Available,55-64,11160,864,2,south,5131672556
1008660,Male,45-54,26340,518,2,North,9107770701
1008661,Sex Not Available,55-64,1920,724,2,south,4404751041
1008662,Male,25-34,2280,737,3,south,6354599078
1008663,Joint,45-54,9720,790,2,North,3914091465
1008664,Male,45-54,2400,800,1,North,5049313307
1008665,Joint,45-54,11460,598,2,south,8527443612
1008666,Sex Not Available,45-54,4920,627,2,south,3011775398
1008667,Sex Not Available,55-64,10620,575,3,south,9543143471
1008668,Joint,25-34,,639,3,North,2504798767
1008669,Male,55-64,4800,583,3,south,8589782112
1008670,Joint,35-44,9720,668,3,North,2735884620
1008671,Joint,35-44,9600,857,3,North,9985578238
1008672,Female,55-64,2820,817,3,North,2075528506
1008673,Male,25-34,0,561,3,North,3668395218
1008674,Joint,55-64,8820,853,1,North,9023610685
1008675,Male,35-44,10140,544,2,North,9531948513
1008676,Male,55-64,4380,621,3,North,1383878411
1008677,Male,65-74,2280,845,3,North,6955707017
1008678,Sex Not Available,65-74,3780,866,2,south,5202422209
1008679,Male,55-64,13200,863,1,south,4396323261
1008680,Sex Not Available,45-54,8580,720,3,south,2746330311
1008681,Joint,45-54,3600,601,3,south,9993432667
1008682,Female,55-64,4320,777,3,North,3348052822
1008683,Female,55-64,4500,704,3,North,3525218012
1008684,Joint,55-64,10320,535,2,south,5331674612
1008685,Sex Not Available,55-64,2820,564,1,south,5454295239
1008686,Sex Not Available,25-34,4800,894,1,south,2364590482
1008687,Joint,55-64,5640,554,3,North,9313282619
1008688,Sex Not Available,65-74,3240,781,1,south,2731201425
1008689,Female,55-64,6000,780,3,central,1890672804
1008690,Joint,25-34,8700,664,1,North,2665751409
1008691,Sex Not Available,55-64,4320,784,2,south,5334520958
1008692,Joint,55-64,4140,745,3,North,1307851403
1008693,Joint,25-34,2400,782,3,south,5912913647
1008694,Sex Not Available,35-44,6780,771,3,south,1121965909
1008695,Joint,55-64,3840,751,3,North,5340141878
1008696,Male,45-54,3120,687,3,North,1540409140
1008697,Male,35-44,5100,517,2,North,5070034556
1008698,Male,45-54,2520,789,2,south,1290488071
1008699,Female,35-44,9960,541,3,North,7116604452
1008700,Joint,45-54,14040,757,2,North,4458812185
1008701,Joint,45-54,12240,896,2,south,1566284759
1008702,Female,35-44,8640,815,2,south,9762631288
1008703,Joint,65-74,3060,558,3,North,3601296375
1008704,Joint,35-44,6600,802,2,North,8248298716
1008705,Female,45-54,4560,535,3,south,2145538654
1008706,Male,65-74,7980,724,1,North,1347925294
1008707,Sex Not Available,65-74,3600,663,3,south,2851949388
1008708,Male,35-44,2520,619,3,North,7540793867
1008709,Male,55-64,7440,887,2,North,6899411085
1008710,Male,>74,5400,615,1,south,6116167281
1008711,Joint,45-54,3840,688,3,south,1459781880
1008712,Female,>74,1500,575,3,North,9494261578
1008713,Sex Not Available,65-74,1920,749,2,south,8777474589
1008714,Joint,55-64,,526,2,North,3266091248
1008715,Male,35-44,2220,792,3,North,6127544581
1008716,Joint,65-74,3420,531,3,North,7107274638
1008717,Sex Not Available,55-64,11220,709,1,south,4117659643
1008718,Female,35-44,3240,532,1,south,5421871539
1008719,Sex Not Available,55-64,12660,768,3,south,9366977573
1008720,Joint,55-64,11820,515,2,North,6968615927
1008721,Joint,55-64,,745,1,North,9097520922
1008722,Male,65-74,6240,751,1,North,1948132663
1008723,Female,65-74,2940,870,1,North,4552508720
1008724,Female,65-74,960,865,2,North,5125235282
1008725,Male,55-64,12000,654,3,North,6966235109
1008726,Male,65-74,,643,1,North,4197436978
1008727,Sex Not Available,25-34,12300,722,3,south,2486960245
1008728,Joint,25-34,5100,748,3,North,6614996882
1008729,Male,45-54,4980,724,1,south,9181476930
1008730,Male,45-54,6660,590,1,North,2161822927
1008731,Sex Not Available,65-74,12480,720,2,south,8660691994
1008732,Male,>74,,572,3,North,2658468992
1008733,Joint,>74,14820,525,2,North,7130110497
1008734,Joint,45-54,4200,806,2,south,5060208095
1008735,Male,25-34,5760,534,3,North,6231805806
1008736,Female,>74,1680,892,2,south,3812434804
1008737,Sex Not Available,65-74,7560,871,1,south,2636232714
1008738,Male,45-54,4740,534,2,North,5190017269
1008739,Joint,>74,4920,604,3,North,5096780244
1008740,Sex Not Available,55-64,14400,899,1,south,1833356789
1008741,Sex Not Available,>74,3780,884,1,south,1181176312
1008742,Male,25-34,6840,637,3,south,2898577425
1008743,Female,35-44,4440,566,1,North,9881559578
1008744,Female,35-44,37080,762,1,North,9216043109
1008745,Joint,55-64,8100,526,2,North,9792179216
1008746,Joint,45-54,10440,752,2,North,4052246162
1008747,Joint,45-54,9180,694,3,south,3261268757
1008748,Joint,55-64,15540,519,3,south,1123944772
1008749,Joint,65-74,7440,591,3,North,7850781091
1008750,Female,25-34,6240,518,3,North,3847153661
1008751,Joint,>74,4380,829,3,North,9634497705
1008752,Male,45-54,12480,504,1,south,8178820530
1008753,Male,25-34,1980,817,2,south,4874492313
1008754,Joint,55-64,0,746,2,North,5628997927
1008755,Sex Not Available,25-34,,871,1,south,6645112117
1008756,Joint,45-54,3900,765,2,central,6186941123
1008757,Female,45-54,6420,680,2,North,5833182248
1008758,Female,35-44,11220,634,2,North,2830960352
1008759,Male,45-54,2700,827,3,North,4352915500
1008760,Sex Not Available,35-44,9480,688,1,south,1609692092
1008761,Joint,25-34,6840,890,3,North,5376918316
1008762,Female,35-44,10200,778,1,south,9701415224
1008763,Sex Not Available,65-74,5760,789,3,south,4866799852
1008764,Sex Not Available,55-64,2400,822,1,south,3220133713
1008765,Sex Not Available,25-34,8100,866,3,south,7135310447
1008766,Joint,35-44,4140,842,1,North,1148981301
1008767,Female,65-74,2820,831,2,south,2328773430
1008768,Sex Not Available,55-64,5760,831,2,south,5288250964
1008769,Female,35-44,16320,785,2,south,3227467938
1008770,Sex Not Available,25-34,6180,785,2,south,1438404025
1008771,Joint,45-54,4560,512,2,North,1478761169
1008772,Sex Not Available,45-54,5220,775,3,south,2054678360
1008773,Sex Not Available,65-74,,861,2,south,5694042880
1008774,Sex Not Available,45-54,5100,634,3,south,9671329486
1008775,Sex Not Available,55-64,4680,769,3,south,7364546163
1008776,Joint,45-54,16200,803,1,North,5361207991
1008777,Joint,45-54,6120,647,1,central,4739005470
1008778,Sex Not Available,45-54,4200,584,3,south,3632650641
1008779,Sex Not Available,35-44,4260,791,3,south,1881996970
1008780,Joint,55-64,10860,755,3,North,7477676952
1008781,Sex Not Available,45-54,4380,599,1,south,3436966362
1008782,Male,25-34,3960,889,1,North,5770730236
1008783,Male,45-54,3300,869,2,central,1246139014
1008784,Female,65-74,5160,755,3,central,4892069405
1008785,Sex Not Available,55-64,3660,522,1,south,5801657907
1008786,Female,55-64,3120,795,2,North,3926224114
1008787,Sex Not Available,45-54,20700,854,3,south,6272117320
1008788,Male,25-34,7440,894,3,North,9034666221
1008789,Male,35-44,9000,542,3,south,7407770139
1008790,Sex Not Available,45-54,,549,2,south,2839498367
1008791,Sex Not Available,55-64,3900,522,1,south,2646430525
1008792,Sex Not Available,45-54,14820,756,3,south,3016300933
1008793,Male,35-44,4500,720,2,North,1259741854
1008794,Joint,>74,6540,620,2,North,4797227871
1008795,Joint,45-54,6600,716,2,south,2317007089
1008796,Joint,35-44,7020,533,3,central,2660966747
1008797,Joint,35-44,11220,838,1,North,1059329780
1008798,Female,55-64,6060,865,3,North,2704857426
1008799,Sex Not Available,45-54,12420,660,1,south,8412056830
1008800,Male,25-34,10620,579,3,North,6352708071
1008801,Joint,25-34,5940,832,1,central,1650978038
1008802,Male,35-44,5580,521,2,North,9708962079
1008803,Sex Not Available,35-44,10920,565,1,south,4296041421
1008804,Joint,45-54,6600,684,2,North,2342655516
1008805,Female,25-34,2100,730,2,North,5659154538
1008806,Sex Not Available,25-34,,861,2,south,4191123374
1008807,Joint,45-54,6900,683,3,south,8307689293
1008808,Sex Not Available,55-64,0,866,3,south,4948097099
1008809,Male,65-74,1080,602,1,North,6571427865
1008810,Joint,55-64,,775,3,south,2663022363
1008811,Male,35-44,7140,784,1,south,3788451658
1008812,Male,45-54,4860,787,2,central,7015208148
1008813,Female,65-74,4860,860,1,central,5959475991
1008814,Male,35-44,10500,809,2,central,7691415074
1008815,Female,65-74,1560,633,1,south,3475102086
1008816,Sex Not Available,45-54,4860,544,1,south,2385000744
1008817,Joint,45-54,10980,809,3,North,2597848059
1008818,Sex Not Available,65-74,4140,784,1,south,7626379302
1008819,Sex Not Available,45-54,10080,828,1,south,7960733388
1008820,Sex Not Available,35-44,4980,764,1,south,7396762054
1008821,Male,35-44,,564,3,North-East,7084095888
1008822,Joint,55-64,3840,745,1,central,7747181688
1008823,Sex Not Available,65-74,2640,774,3,south,9270789215
1008824,Joint,25-34,5460,644,3,south,7429660049
1008825,Male,55-64,3300,613,1,North,3365356622
1008826,Joint,45-54,,540,3,North,1241376880
1008827,Female,45-54,4500,669,1,North,2603621328
1008828,Joint,35-44,5640,553,3,North,9795073567
1008829,Joint,55-64,4440,506,3,central,1483584684
1008830,Male,35-44,9540,601,1,south,4926306302
1008831,Joint,65-74,7260,737,2,North,7278036766
1008832,Male,45-54,2940,643,1,North,2231645623
1008833,Female,35-44,9420,572,3,south,9969100421
1008834,Female,35-44,6780,900,3,south,7700735751
1008835,Male,35-44,4260,663,2,North,3394113425
1008836,Joint,55-64,5640,788,3,North,1384550591
1008837,Male,25-34,4500,612,1,North-East,4029778183
1008838,Joint,65-74,,640,3,North,8212614762
1008839,Sex Not Available,25-34,10980,622,2,south,3268651964
1008840,Sex Not Available,45-54,6960,710,1,south,8997398699
1008841,Female,45-54,2400,862,2,North,4559327769
1008842,Male,55-64,28140,839,3,North,5098210010
1008843,Joint,35-44,9720,755,2,south,2323266389
1008844,Sex Not Available,25-34,3120,592,2,south,8080604147
1008845,Joint,35-44,7260,839,2,North,2219177213
1008846,Female,65-74,3360,708,3,central,1457854575
1008847,Joint,65-74,,701,3,North,3429552935
1008848,Sex Not Available,35-44,,794,3,south,3437149351
1008849,Joint,55-64,4680,868,3,south,6830542643
1008850,Female,35-44,13440,535,1,North,2053326564
1008851,Female,45-54,4380,593,1,south,2974162269
1008852,Male,55-64,4140,746,3,North,1957808170
1008853,Male,55-64,5100,660,3,North,9056985127
1008854,Male,35-44,10260,572,1,North,3040234059
1008855,Joint,45-54,2160,772,1,North,2087662841
1008856,Male,65-74,1320,538,2,south,8332433221
1008857,Sex Not Available,55-64,5400,849,2,south,7754526640
1008858,Male,35-44,4740,765,3,North,3551706245
1008859,Sex Not Available,55-64,2640,679,2,south,9852782170
1008860,Sex Not Available,65-74,1440,726,2,south,9183843915
1008861,Female,55-64,2820,599,2,North,1254589000
1008862,Sex Not Available,>74,8940,741,2,south,6523860978
1008863,Sex Not Available,,,771,1,south,8168356483
1008864,Male,55-64,5400,535,3,central,2015768103
1008865,Sex Not Available,45-54,7560,726,3,south,1816166311
1008866,Joint,65-74,,578,3,North,7995407752
1008867,Sex Not Available,45-54,5520,807,1,south,8618451135
1008868,Joint,35-44,5280,861,3,North,7799570887
1008869,Joint,25-34,6480,821,3,North,1614102624
1008870,Sex Not Available,55-64,2760,845,1,south,1079529926
1008871,Female,35-44,4320,541,1,central,1716825496
1008872,Male,45-54,4860,886,2,North,9943671768
1008873,Sex Not Available,>74,2940,794,3,south,1661165045
1008874,Sex Not Available,35-44,1980,797,1,south,2857057501
1008875,Joint,35-44,7260,865,2,south,8011261832
1008876,Sex Not Available,35-44,5220,598,1,south,4109322387
1008877,Joint,45-54,5940,856,2,North,4085005401
1008878,Sex Not Available,>74,3300,643,1,south,8431156720
1008879,Joint,35-44,20100,587,3,North,6327453128
1008880,Male,45-54,,753,3,North,4159494967
1008881,Male,35-44,7920,610,1,south,9272983212
1008882,Sex Not Available,45-54,2280,805,3,south,9560613647
1008883,Joint,35-44,9120,610,1,North,2999164176
1008884,Sex Not Available,35-44,3600,789,3,south,9350183353
1008885,Joint,35-44,8220,866,1,North,7957924694
1008886,Female,>74,1980,740,2,North,6889299332
1008887,Sex Not Available,35-44,5400,885,3,south,4127542921
1008888,Male,25-34,9360,607,2,North,3162638187
1008889,Sex Not Available,35-44,7320,875,2,south,9896020145
1008890,Male,45-54,5100,548,1,North,7850921494
1008891,Joint,35-44,12000,825,2,North,2869693405
1008892,Male,65-74,8280,743,2,North,4900509552
1008893,Female,45-54,329460,582,1,North,9824044507
1008894,Sex Not Available,65-74,6300,554,1,south,8077501986
1008895,Female,35-44,7500,882,3,south,7652709967
1008896,Sex Not Available,45-54,3780,842,1,south,6112702932
1008897,Sex Not Available,25-34,4140,819,2,south,6526442317
1008898,Joint,45-54,14580,651,3,North,7508448417
1008899,Sex Not Available,65-74,1740,784,2,south,8256958380
1008900,Joint,45-54,7800,522,3,south,4377594890
1008901,Joint,45-54,6300,511,3,North,5952815364
1008902,Female,65-74,3480,513,2,central,9787595558
1008903,Joint,55-64,14880,634,2,central,3172654773
1008904,Sex Not Available,45-54,8640,750,1,south,3096784460
1008905,Male,45-54,2760,567,3,North,8072603865
1008906,Sex Not Available,65-74,9300,582,1,south,5942550577
1008907,Joint,45-54,8640,841,1,south,5520376094
1008908,Female,25-34,8460,741,3,North,8070554910
1008909,Male,25-34,2220,664,2,North,5479523463
1008910,Sex Not Available,>74,2940,556,3,south,4113880513
1008911,Female,55-64,2520,825,2,North,1033646079
1008912,Female,55-64,2820,594,2,North,6094845522
1008913,Male,<25,4500,617,1,south,4393130107
1008914,Male,45-54,4620,777,2,North-East,2219020972
1008915,Female,45-54,5040,813,1,North,9821448000
1008916,Joint,65-74,3420,888,1,North,2399487226
1008917,Sex Not Available,25-34,6960,554,2,south,1689723522
1008918,Joint,45-54,15060,759,2,south,8670072070
1008919,Joint,45-54,10020,805,1,central,9148179211
1008920,Sex Not Available,45-54,,556,1,south,3598176039
1008921,Male,45-54,2460,757,2,North,6634708758
1008922,Joint,>74,2880,655,2,North,3241144806
1008923,Male,55-64,8100,557,2,North,8949910527
1008924,Joint,55-64,8760,504,1,North,2506411592
1008925,Sex Not Available,45-54,3120,730,3,south,2474013641
1008926,Sex Not Available,55-64,11460,572,2,south,8802824197
1008927,Joint,45-54,5460,640,2,south,3307128084
1008928,Sex Not Available,45-54,13020,642,3,south,1587033378
1008929,Joint,35-44,5460,824,2,North,4182930606
1008930,Joint,55-64,6300,535,1,south,5877358157
1008931,Male,35-44,33060,867,2,North,3266643757
1008932,Joint,35-44,12660,832,1,south,8890343929
1008933,Joint,45-54,18540,757,1,North,1899064546
1008934,Male,45-54,1920,519,3,south,2956956611
1008935,Joint,35-44,6360,739,2,North,1733709885
1008936,Male,55-64,7200,517,1,North,5617862388
1008937,Joint,65-74,5160,721,1,south,5014763878
1008938,Sex Not Available,55-64,8340,521,3,south,2638554423
1008939,Joint,65-74,13740,826,3,North,1515558427
1008940,Female,35-44,3180,579,2,central,2711369174
1008941,Joint,35-44,15480,756,2,south,7428515817
1008942,Joint,35-44,3360,712,3,North,7309569449
1008943,Joint,35-44,5460,575,2,North,4099707202
1008944,Female,35-44,15000,683,3,south,1174203920
1008945,Joint,55-64,7500,871,2,south,3743377357
1008946,Male,55-64,4980,593,1,North,9566694166
1008947,Sex Not Available,>74,2460,619,1,south,7027571975
1008948,Male,55-64,4860,697,3,south,2153073647
1008949,Joint,35-44,9720,617,3,south,1199295134
1008950,Female,65-74,8760,595,1,south,4868705363
1008951,Sex Not Available,55-64,5100,565,2,south,3800457898
1008952,Male,35-44,4200,875,1,North,3559791204
1008953,Female,65-74,8580,611,2,North,6681735577
1008954,Joint,45-54,2760,753,1,North,7069891417
1008955,Sex Not Available,45-54,23280,640,3,south,9741157830
1008956,Sex Not Available,45-54,,504,1,south,1112724661
1008957,Female,45-54,6900,817,2,south,9741082451
1008958,Sex Not Available,45-54,7800,817,1,south,1877402745
1008959,Sex Not Available,45-54,6960,598,2,south,6477380701
1008960,Sex Not Available,65-74,8280,768,1,south,2671465967
1008961,Sex Not Available,>74,3180,704,3,south,6131040332
1008962,Male,45-54,,796,3,North,2465031135
1008963,Female,25-34,6180,600,3,North,3127751285
1008964,Male,35-44,8520,876,3,central,4906967772
1008965,Male,25-34,9120,733,1,south,3469017605
1008966,Joint,45-54,8040,597,2,central,1110893511
1008967,Joint,25-34,9960,675,2,North,6750092955
